distance_m,x_m,y_m,v_kmh,a_long_ms2,a_lat_ms2,gear,rpm,radius_m,time_s,consumo_l,temp_pneu_c
0.0,-0.518788,-0.519763,72.0,6.2729155346692025,0.08853998574673931,1,1957.6058000303124,4517.732825755858,0.0,0.0,65.0
4.997503592027723,0.755319,-5.352122,77.43748415598567,6.609990199285188,0.15770378032359383,10,2105.445390604347,2933.967942205176,0.23232951234649782,12.053781873869156,65.0
9.994776562615282,2.018673,-10.187065,82.78134728129872,4.4364381824770565,0.25272372924323805,10,1800.5916174688216,2092.251836164342,0.4496512072082992,20.48252970148156,65.0
14.991822747617476,3.270419,-15.024792,86.18221498459398,4.504974760735011,0.2925406324159922,11,1874.564487925561,1959.0436200534632,0.658387618418242,29.097283326782296,65.0
19.988647905336126,4.5097,-19.865499,89.50334175691857,4.594543128000283,0.3078216065177547,11,1946.8028993937676,2008.0494315266953,0.8593697294174285,37.93515782309367,65.0
24.985271187435046,5.735927,-24.709321,92.76798391592848,4.696090538378649,0.2485646767323978,11,2017.8127041215596,2671.479363185835,1.053271149457533,47.01809393166708,65.0
29.98175905740421,6.952345,-29.555476,95.99002379292598,4.801514171859901,0.10767966806981487,11,2087.895859134218,6602.577216983736,1.2406589176978258,56.35441573552497,65.0
34.978185836545684,8.165064,-34.402495,99.17618765789402,4.903210442336765,0.07767659838522832,11,2157.198668710978,9770.563681788035,1.422024392916086,65.93949700110967,65.0
39.97461520176341,9.380261,-39.248896,102.32750595694712,8.000000000000004,0.28833583067973373,11,1736.0799660876194,2802.084078412118,1.597804556290259,80.91000613768801,65.0
44.97111864132392,10.604117,-44.093194,107.27065502082252,7.999999999999995,0.5428236781171847,12,1819.945022495712,1635.6790081377137,1.765487063485971,96.00490087826029,65.0
49.96780259548872,11.842809,-48.933906,111.99600802408953,8.000000000000016,0.8277403767241353,12,1900.114969031059,1169.2461379174365,1.92610048669945,111.22451360114324,65.0
54.96482980917097,13.102518,-53.769546,116.53020799930411,7.999999999999998,1.0505483527904225,12,1977.041829170863,997.369298917897,2.0804750328202597,126.5693615652531,65.0
59.962420596733516,14.388401,-58.598875,120.89495358396913,8.000000000000002,1.0781473418555052,12,2051.0937401965693,1046.0037166738923,2.2292928808930417,142.04015785610477,65.0
64.9606361449795,15.698299,-63.422393,125.10803242859485,7.999999999999993,0.928074880065626,12,2122.57248590918,1301.3147984238856,2.373117187169742,157.63713695404132,65.0
69.95939017652876,17.026862,-68.241362,129.18421503471853,8.000000000000023,0.7056039278772248,12,2191.7286614108434,1824.9581515987811,2.5124183743058097,173.36007193372114,65.0
74.95852947242861,18.368723,-73.057045,133.13595659525714,8.000000000000027,0.4479166022675816,12,3000.0,3053.4341924147184,2.6475952410627848,189.20851340920657,65.0
79.95785826660378,19.718518,-77.870707,136.97387983588095,8.000000000000018,0.1550988742590712,4,3000.0,9333.872578615388,2.7789895162384233,205.1818597583904,65.0
84.95715250954657,21.070882,-82.683612,140.7071334776989,7.999999999999993,0.15639474869838435,4,3000.0,9767.986777191116,2.9068967433261426,221.27939811464444,65.0
