Distance,Time,Speed,Engine_RPM,Gear,G_Long,G_Lat,Throttle_Pos,Brake_Press,Roll_Angle_deg,Fz_Outer_Wheel_N,Front_Slip_Angle_deg,Fuel_Cons_Accum_L,Tyre_Temp_C,Tyre_Press_bar,Tyre_Grip_Mult,Corner_Radius_m
0.0,0.0,72.0,2110.3366708737717,1,0.2734861163175803,0.005802779851490203,100.0,0.0,0.0006365971007288128,2667.0664551484406,0.041036029277986746,0.0,65.0,4.5,1.0,7026.756264642876
4.996426317852565,0.2418478826919,74.37375322067132,2179.9119273902634,5,0.2775552193244004,0.009184087361237877,100.0,0.0,0.001007545269101105,2677.7686762063213,0.06494791935809179,0.0010706039338662019,64.99691188216346,5.103676349051604,0.75,4737.283566759425
9.99291808090694,0.4763399858166586,76.70778720179668,1866.5323050407405,5,0.2068410752448142,0.012732544292289824,100.0,0.0,0.001396830655102543,2688.999944105206,0.09004185472028335,0.0018882935544364014,64.9938559371121,5.1036302254469375,0.75,3634.8768795876017
14.989481644291253,0.7057681172304423,78.40201947921571,1907.7580970157603,6,0.20864609961915026,0.012841475716676104,100.0,0.0,0.0014087810359057634,2689.3447243952482,0.09081219466679365,0.002715511510777489,64.99082133962462,5.103584424042633,0.75,3765.0049801941923
19.98612238501822,0.9304070449062098,80.0747530836682,1948.4607612996895,6,0.21039949194675636,0.012915734483790131,100.0,0.0,0.0014169276340980676,2689.579761799817,0.09133733692954141,0.0035520972645960414,64.98780692327072,5.103538927233668,0.75,3904.7937454216135
24.982844735782237,1.1505083648383818,81.72690862687169,1988.6626991580824,6,0.21210236897241935,0.012954691112688863,100.0,0.0,0.0014212013921322845,2689.7030639404657,0.09161282995270846,0.004397893462489061,64.98481161837634,5.103493718875376,0.75,4055.3568171433744
29.979652218763192,1.3663031384407918,83.35932626373187,2028.3843540990867,6,0.21375575753666182,0.012957738684646876,100.0,0.0,0.0014215357276615285,2689.712709850721,0.09163438173569809,0.005252745622900997,64.98183444111395,5.103448784118775,0.75,4217.986305856552
34.97654747943478,1.5780041564718925,84.97277483934911,2067.6444344477613,6,0.21536060586268838,0.01292429193850491,100.0,0.0,0.0014178664342939162,2689.6068471127574,0.09139785343563123,0.006116501863399702,64.9788744841613,5.103404109269582,0.75,4394.190015242749
39.9735323203754,1.7858078921435219,86.56795975897475,2106.4601048458944,6,0.21691779325029723,0.012853786446379401,100.0,0.0,0.0014101315911633377,2689.3836892484264,0.09089925353813931,0.0069890126626216496,64.97593090866643,5.103359681666943,0.75,4585.7383893698525
44.970607735079824,1.9898961940161588,88.14552979211139,2144.8471518163324,6,0.21842813843938563,0.012745677859579061,100.0,0.0,0.0013982714802023284,2689.0415133324955,0.09013473252464589,0.00787013065216999,64.9730029373071,5.103315489578675,0.75,4794.7242800680815
49.96777394177018,2.1904377598285425,89.70608298189724,2182.8201275561596,6,0.21989240685592754,0.012599441216295052,100.0,0.0,0.0013822285101918414,2688.57865780141,0.08910057797649842,0.008759710434505073,64.97008984827247,5.103271522110434,0.75,5023.639813596543
54.96503041720478,2.387589424935741,91.25017179937421,3280.12524768444,6,0.7206268057893546,0.012414570304007291,100.0,0.0,0.0013619471468136915,2687.993520435237,0.08779321006604072,0.011471859162716234,64.96719097002592,5.10322776912667,0.75,5275.476349771693
59.962375930483695,2.5747231070647847,96.1368559797708,3455.7844912946402,4,0.8154943934760448,0.013089142677635907,100.0,0.0,0.0014359514737525207,2690.128618364455,0.09256364292456731,0.014539073653320925,64.9643342634539,5.103184652643107,0.75,5553.856053910642
64.95980857685012,2.752176070080819,101.38324669897752,3644.3739297356246,4,0.8154943934760459,0.013788693707731902,100.0,0.0,0.0015126960977031602,2692.342776569165,0.09751071954769526,0.01761801180613084,64.96151834335369,5.103142151752781,0.75,5863.20739470241
69.95732581148653,2.9213106625870773,106.37127377727475,3823.676096877064,4,0.8154943934760438,0.014333520211856942,100.0,0.0,0.0015724665838843903,2694.067214133193,0.10136361711522174,0.020708672651820456,64.95873747235284,5.103100179861102,0.75,6209.002685127712
74.95492448330505,3.083196993919862,111.13572758383431,3994.941585085486,4,0.8154943934760461,0.014723650115001614,100.0,0.0,0.0016152659958223999,2695.302019442295,0.10412253310676182,0.023811054819529807,64.95598712289618,5.103058668633349,0.75,6598.084857992709
79.95260086873182,3.238693776282006,115.70422689284229,4159.163192913831,4,0.8154943934760431,0.014959109843160522,100.0,0.0,0.0016410972325952135,2696.0472761377364,0.10578765440134866,0.026925156550914268,64.95326364272306,5.103017562945677,0.75,7039.125197129628
84.95035070548421,3.388502514282864,120.09913208270616,4317.144697936606,4,0.8154943934760424,0.015039923820129553,100.0,0.0,0.0016499629736285628,2696.3030615235957,0.10635915371889043,0.030050975714663246,64.95056403142233,5.102976817512664,0.75,7543.277633860953
89.94816922634153,3.5332050504036245,124.33884821528737,4469.54769790104,4,0.8049202454216983,0.014966114008428899,100.0,0.0,0.0016418656283325992,2696.069445113735,0.10583718637367519,0.03315008458932658,64.94788578635398,5.102936394561774,0.75,8125.135680886144
94.94605119290853,3.6733474078418853,128.38641655908822,4615.043655381753,4,0.7915482546724354,0.0147256941943647,100.0,0.0,0.001615490242654005,2695.308489184885,0.1041369884027987,0.03621216085216991,64.94522655000434,5.102896258510882,0.75,8804.168956730426
99.94399092937186,3.8094012682328704,132.24603109064125,4753.7833291997,4,0.7776101455488839,0.014318778412935485,100.0,0.0,0.001570849326863944,2694.020554670724,0.10125936623760215,0.039234951601632366,64.9425842791337,5.10285637852122,0.75,9606.94527675432
104.94198235624975,3.941768148956684,135.93105041360545,4886.24691453996,4,0.7637053378533643,0.013748648542206993,100.0,0.0,0.001508302921169879,2692.2160290868637,0.09722752862421057,0.04221837392775902,64.93995723155007,5.102816728297754,0.75,10570.689757520415
109.94001902413494,4.070790933468896,139.45546185824008,5012.937207114877,4,0.7499923363850572,0.013019306780233893,100.0,0.0,0.001428290088873082,2689.907579843227,0.09206977825904712,0.04516292131575407,64.93734392082393,5.102777285405693,0.75,11749.224092421986
114.93809414743109,4.196764595495025,142.83200277319946,5134.312070160052,4,0.7365227861437064,0.012134857924973746,100.0,0.0,0.001331261149052638,2687.108199090043,0.08581514340330353,0.048069277628447066,64.93474307383713,5.102738030629774,0.75,13223.375993304178
119.9362006380836,4.319944846595738,146.07198155195914,5250.778000958928,4,0.7232836301395474,0.006142076393371317,100.0,0.0,0.0006738198112876772,2668.1403671144235,0.0434354625122111,0.0509380827431648,64.93215215125367,5.102698925643606,0.75,27324.021528656616
124.9343311393022,4.440555075397758,149.18527212084672,5362.689932706721,4,0.7102539776696869,0.0027658321437309032,100.0,0.0,0.0003034271106027712,2657.4541718479813,0.019559378734485464,0.053769903918141,64.92957156846163,5.102659976716677,0.75,63292.47418198652
129.93227675959963,4.558787148574468,152.18040037392348,5470.354341542798,4,0.697458614768468,0.0122496600643261,100.0,0.0,0.0013438555798150605,2687.471560857562,0.08662699980182412,0.056565288511254384,64.92700352908626,5.102621217108463,0.75,14870.288653418545
134.93011189673263,4.674817077704658,155.06522005620505,5574.0535421938785,4,0.6849413552555758,0.015465950564681039,100.0,0.0,0.0016967004679597946,2697.6514843995437,0.10937192456494112,0.05932510751666405,64.92444636723019,5.1025826216754515,0.75,12228.640368077826
139.9278163746483,4.7887992798450085,157.8468899762311,5674.044868845433,4,0.672596805276899,0.003722228529440573,100.0,0.0,0.00040834909314772956,2660.4812746800417,0.026322811277125147,0.06204979968883009,64.9218941291515,5.102544100557376,0.75,52649.59279433309
144.92545543953068,4.900873865750914,160.53149327432354,5770.546989164185,4,0.6602859218674729,0.014734218626828015,100.0,0.0,-0.0016164254201259044,2695.335469978661,-0.10419727138252487,0.06473934751020732,64.91935345115863,5.102505753916531,0.75,13756.861740286655
149.92316607444275,5.011168828437792,163.12402531710563,5863.739469148302,4,0.647867002646402,0.038917346687790705,100.0,0.0,-0.0042694485580291805,2771.877808004219,-0.2752152276967071,0.06739325601827044,64.9168422459127,5.102467852110035,0.75,5377.973121525526
154.92114290404044,5.119801808908446,165.62849061673447,5953.766257035603,4,0.6352093054315269,0.06708564879459007,100.0,0.0,-0.007359667369111034,2861.033673036628,-0.4744154902517211,0.07001058117613496,64.91438849624704,5.102430817484863,0.75,3216.373350498244
159.91963124692347,5.226881655819285,168.04803661479158,6040.740492367569,4,0.6219519120860905,0.0983247510333123,100.0,0.0,-0.010786769968813219,2959.908968124324,-0.6953318005192934,0.07258908595233002,64.91202854531493,5.102395198570911,0.75,2259.0717318524394
164.9189208454079,5.33251026366167,170.38416885507874,6124.716294190093,4,0.6074473294564564,0.13739934934929554,100.0,0.0,-0.015073469901727237,3083.5844953338433,-0.9716590784029229,0.07512418766705334,64.90983026589859,5.102362019777104,0.75,1661.8805120393715
169.91957165862982,5.436789508385708,172.63591595086626,6205.658744540015,4,0.5932352875534183,0.18761001070366962,100.0,0.0,-0.020581857650689,3242.506922746251,-1.3267382339349103,0.07761700956969507,64.90791333834882,5.102333087447827,0.75,1249.4885754514291
174.92330668812332,5.539836356078594,174.80831786201398,6283.749012386747,4,0.5833016564544471,0.22002611991585116,100.0,0.0,-0.024138084436732564,3345.107578151018,-1.5559780880658374,0.08008373950820281,64.90622441393924,5.102307596386807,0.75,1092.3855289753956
179.93215089693183,5.641756944186184,176.92047785944726,6359.673793656885,4,0.57639526788426,0.19590874839970127,100.0,0.0,-0.021492275156127526,3268.7733670339303,-1.3854251481002358,0.0825362213137239,64.90436901846344,5.102279592765673,0.75,1256.6906054558658
184.94482158429562,5.742579043047207,178.98471345438386,6433.875859895264,4,0.5686038248381965,0.1367760015410059,100.0,0.0,-0.015005085193422144,3081.61152895293,-0.9672508948140222,0.08497047825518156,64.9021835955748,5.102246608016389,0.75,1842.2474712590258
189.9590079737966,5.842309496404375,180.99858563318233,6506.267537072702,4,0.5591563059636117,0.096845647434976,100.0,0.0,-0.01062450410891908,2955.2274377898993,-0.6848718933506772,0.08737921931621191,64.899844055015,5.102211297157698,0.75,2660.702064694151
194.97508323480554,5.941008977633558,182.95811401177718,6576.70574427208,4,0.28150951469321167,0.09305764384262409,100.0,0.0,-0.010208939126935096,2943.2379775895106,-0.6580839347689034,0.08878430747349039,64.8974960121643,5.1021758579733,0.75,2829.2888519604776
199.99586354130352,6.039274927820723,183.93766171258736,6645.169874709668,4,-0.8154943934760442,0.10612376156964616,0.0,100.0,-0.011642364636032689,2984.593719378674,-0.7504847501226003,0.08878430747349039,64.8951923107703,5.102141088037788,0.75,2507.5793133654483
205.0258891820861,6.1392753294964955,181.0801957128983,6711.781121719599,4,-0.8154943934760431,0.10893785590801858,0.0,100.0,-0.0119510863767903,2993.5006465363404,-0.7703854288689792,0.08878430747349039,64.8928883554111,5.10210631426916,0.75,2367.495042018631
210.07050933602886,6.241204913044294,178.1684170786169,6776.7591190924995,4,-0.8154943934760461,0.096207449297217,0.0,100.0,-0.010554490237191107,2953.2074684350464,-0.6803586913791241,0.08878430747349039,64.89052647452004,5.102070666226195,0.75,2595.2472149376836
215.13543389844764,6.345280939735163,175.1962387924947,6840.343549705358,4,-0.8154943934760381,0.06571314319464525,0.0,100.0,-0.007209095900259851,2856.6895374348105,-0.46470942153552264,0.08878430747349039,64.8880634053852,5.102033490941584,0.75,3673.865956490576
220.22620994510666,6.451734777372628,172.1571920252001,6902.684131414758,4,-0.8154943934760465,0.012103079800332648,0.0,100.0,-0.0013277749127088752,2687.0076177280307,-0.0855904152408459,0.08878430747349039,64.88550839140072,5.101994927926558,0.75,19261.07113838953
225.34552747781748,6.560755640755219,169.04602060509646,6963.552877254977,4,-0.8154943934760482,0.06610539857382032,0.0,100.0,0.007252128488694856,2857.931070116169,0.4674833684430797,0.08878430747349039,64.88300418840419,5.10195713180553,0.75,3400.156967272699
230.49163515868145,6.672452339108045,165.85976062238464,7022.005560717929,4,-0.81549439347605,0.1633662310915107,0.0,100.0,0.01792218070157207,3165.772615694944,1.1552913627050598,0.08878430747349039,64.88086688699345,5.101924873357271,0.75,1324.4811131743163
235.6590610215668,6.786862060031861,162.5974869633194,7076.110584738831,4,-0.8154943934760448,0.2724388877743779,0.0,100.0,0.029888055470243646,3510.999921944145,1.9266300740843112,0.08878430747349039,64.87954242819478,5.101904883202671,0.75,763.2811735144708
240.8437246214964,6.904061098672827,159.2571848385668,7122.636387688083,4,-0.8154943934760446,0.38598672838288384,0.0,100.0,0.0423448827108685,3870.391691942588,2.729616337722455,0.08878430747349039,64.87951444806889,5.101904460896563,0.75,516.8347280010956
246.04840860776585,7.024298688607359,155.83198532814947,7156.199030271847,4,-0.8154943934760446,0.4952113845214733,0.0,100.0,0.05432743266200463,4216.100093676635,3.5020299570380558,0.08878430747349039,64.88116891933115,5.101929431953682,0.75,385.69905806816877
251.28179607386411,7.1479948601283345,152.31025056227324,7163.828170223732,4,-0.8154943934760465,0.5884167498236306,0.0,100.0,0.06455257765151956,4511.105626408752,4.161158546660931,0.08878430747349039,64.88460658621602,5.101981316914212,0.75,310.0981886295316
256.5553493175988,7.275686267123001,148.6771281190272,6839.686676560636,4,-0.8154943934760441,0.6571831588544752,0.0,100.0,0.07209663373100794,4728.759095867869,4.647460017085845,0.08878430747349039,64.88958313536982,5.102056428338636,0.75,264.5622605039372
261.86971185081126,7.407698453307082,144.92378069466272,6559.691736979515,4,-0.8154943934760457,0.7053506413827118,0.0,100.0,0.07738087344225711,4881.214630992288,4.988090244987395,0.08878430747349039,64.89576135952804,5.102149676732773,0.75,234.207196645273
267.21082387196566,7.54401801649811,141.0509454847011,6315.773511249585,4,-0.815494393476045,0.7434172924022839,0.0,100.0,0.08155699597209803,5001.6998909014255,5.257289533213521,0.08878430747349039,64.90294913607904,5.102258162375837,0.75,210.4967212265933
272.55297571649334,7.684326147014988,137.0679416043258,6081.050161508595,4,-0.8154943934760416,0.7786482199287772,0.0,100.0,0.08542202392307101,5113.209764929667,5.506435185895232,0.08878430747349039,64.91108778127294,5.10238099954965,0.75,189.78263741581426
277.86759358744166,7.828194367862009,132.9871477020506,5847.901161248656,4,-0.8154943934760454,0.8133884348622106,0.0,100.0,0.08923321798373146,5223.166478048504,5.7521106231196555,0.08878430747349039,64.92015747904797,5.1025178891689285,0.75,171.02017274972098
